Tweet text,Polarity,Subjectivity
@TheSikhNet @BaggyShanker @UKLabour @DerbySouthCLP @TanDhesi @AppgBritSikhs @SikhFedUK @SCUKofficial @UK51NGH @SikhPA @Keir_Starmer @BAME_Labour @EastMidsLabour Congratulations,0.0,0.0
@kwilliam111 @SuellaBraverman @10DowningStreet @northumbriapol @conservatives @Keir_Starmer @Jacob_Rees_Mogg @CPSUK We are sick of it.,-0.7142857142857143,0.8571428571428571
@ProfBrianCox Have you been in the loft yet to find your keyboard? Just asking for my friend @Keir_Starmer,0.0,0.0
@ianmandrake @BrianJo70317946 @bookyblonde @laj1956 @UKLabour @Keir_Starmer Yep only difference is you get in and look after the right people like the poor disabled and the working class plus business's we still need them for jobs.,-0.07857142857142858,0.6089285714285714
@SaveTheNHS4U @Keir_Starmer You’re barking 🤣🤣,0.0,0.0
@lizyeld @KHarveyProctor @Keir_Starmer @FAIRcampaignUK Sorry so why did so many come forward after his death? This includes victims sorry it’s a bit like the conspiracy theories over the moon landings. You would need so many folks ‘onside’ to keep it quiet along with many others outside NASA Does Alex Jones know about all this?,0.07142857142857142,0.5547619047619048
@Keir_Starmer Our next Labour Prime Minister https://t.co/tG9sSMryc1,0.0,0.0
@BrianJo70317946 @bookyblonde @laj1956 @UKLabour @Keir_Starmer I totally agree with you Brian he can wait till he gets in and put in more Socialist policies. If he bangs on like Corbyn he'll lose the election. As much as I loved Corbyn the media didn't want him in power.,0.39999999999999997,0.6833333333333332
Don't know about you but it would actually be quite frightening if @UKLabour led by someone as dishonest and antidemocratic as @Keir_Starmer had a majority this big. https://t.co/YoQmw65VN2,-0.2,0.42500000000000004
@_Brian_Hunter @DamianClough2 @Cannydc1 @ff1l @aminamangera1 @rdg_elliott @Keir_Starmer Yep that needs to be banged on the head I totally agree.,0.0,0.75
Ay @Keir_Starmer what is going on he here soft bollocks! https://t.co/bGfxOlvRMq,0.125,0.35
@sairelbe @IreneDonald11 @ClassicLibScot @Beneri11 @ticgran @TomJohn1975 @GlasgowCabbie1 @peck51 @NicolaSturgeon @jbwhitesnake @Keir_Starmer @trussliz @AnasSarwar @Douglas4Moray While Westminster claims that being ELECTED by ENGLAND only covers ENGLAND only Constituency regions = England no government? Insane!!! That England decided for all Scotland and NI a UK government which doesn't existWestminster are a England parliament and government,-0.3333333333333333,1.0
@Daniel_Grigg @UKLabour @Keir_Starmer I'd not fully agree. Some of the most fervent arguments I've had as a middle aged socialist have been on these issues with people in their 20's. I've debated with several who have *defended* student loans whilst I  argued to bring back grants. Young centrists definitely exist.,0.07142857142857142,0.2571428571428572
The @SikhFedUK is quoted in @Telegraph article about Koh-i-Noor row. Tell Indian leaders @PMOIndia @narendramodi to stay away from coronation as Koh-i-Noor belongs to the Sikh Nation. @RoyalFamily @trussliz @JamesCleverly @Keir_Starmer @DavidLammy https://t.co/htLdSTrjG5 https://t.co/rrCOW8sZ5x,0.0,0.0
@MaggieJ42656809 @SaveTheNHS4U @MARYNURSE1950 @Keir_Starmer I beg to differ https://t.co/gzZy4EGmFA,0.0,0.0
@DrGrumpy @KHarveyProctor @Keir_Starmer @FAIRcampaignUK @FACTukorg Mad Meirion Jones is now claiming that there are likely 2000 victims of Savile as our more thinking people see this stupid schoolboy lie. He knows that some know truth and hopes to bury it further. As for Mark Williams Thomas would you really believe him? 500 odd did of course.,-0.12738095238095234,0.6357142857142858
@clinton24963136 @AnnaMcMorrin @Keir_Starmer @UKLabour It should concern everybody that we don’t have a government that has the consent of the people to govern; their competence is actually immaterial in this regard. That way lies oblivion.,0.0,0.1
@euromove Perhaps abandon democracy? You could have @Keir_Starmer appointed president with politburo of @DavidLammy @RachelReevesMP @wesstreeting @AngelaRayner and friends. Rejoin abandon elections until the people are re-educated and conduct a witch-hunt for Tories. @BethRigby will help,0.0,0.0
Absolutely insane that labour are even looking for other candidates! @Keir_Starmer please get the fuck out of the Labour Party and join the party who votes to starve kids you horrible Tory! https://t.co/bpquafaVm5,-0.6390625,0.74375
Now that Labour has a comfortable lead in the polls isn't it about time that @Keir_Starmer drops the flying unicorn policy of "we'll make #Brexit work"?At the very least UK needs to rejoin the Customs Union to stop doing any more damage. https://t.co/MD81y3pZc6,0.17,0.6066666666666667
@trussliz @KwasiKwarteng @Keir_Starmer 4.5bn is an asteroid amount of tax payers money.When will you get this back from the shopkeepersrestaurants &amp; small business owners? @SkyNewsBreak @BBCBreaking COVID support schemes 'lost billions to fraud and error'https://t.co/wpUPc3VTqc,-0.125,0.2
@sairelbe @IreneDonald11 @ClassicLibScot @Beneri11 @ticgran @TomJohn1975 @GlasgowCabbie1 @peck51 @NicolaSturgeon @jbwhitesnake @Keir_Starmer @trussliz That the @Keir_Starmer and @trussliz MPs are elected by England and Wales only = England government only and elected by England onlyScotland votes only @AnasSarwar party for Labour of Scotland@Douglas4Moray ToriesTherefore we vote individually for our own country MPs,0.12,0.8800000000000001
@Skot69 @Keir_Starmer I'm afraid I completely disagree with you Russia invaded an independent sovereign state with a view of completely occupying it. Ukraine has the right to defend its territorial sovereignty but we cannot give in to Russian bullying or threats otherwise we open ourselves up.,-0.016326530612244903,0.4086734693877551
@bookyblonde @Maryannxx1 @UKLabour @Keir_Starmer Starmer 🙄 The RedTory Party https://t.co/XXavB96DXn,0.0,0.0
@UKLabour who needs enemies with friends like this…@Keir_Starmer https://t.co/AyWKAlwMeb,0.0,0.0
@iglwy2 @SamJRushworth @Keir_Starmer Some idiots wanted that. https://t.co/qDsA1X14Sb,-0.8,0.8
@damian_from @Keir_Starmer As predicted. https://t.co/ETes2LLfK7,0.0,0.0
@Dan__9000 @DamianClough2 @Cannydc1 @ff1l @aminamangera1 @rdg_elliott @Keir_Starmer Yes as a top-up for students who do not depend on it then yes good work experience.Elsewhere: I have seen how Supermarkets work e.g. 20 hour contract plus overtime (paid at same rate) shifts allocated the week before expected to be available 7 days early to late.,0.13333333333333333,0.4041666666666666
@geof_hughes @damian_from @Keir_Starmer Real Labour has been replaced by Tories https://t.co/bttwjqGeoC,0.2,0.30000000000000004
@DrGrumpy @KHarveyProctor @Keir_Starmer @FAIRcampaignUK What I'd suggest if truth is really of interest is that you read "The secret of Bryn Estyn" (Richard Webster) because all at @FACTukorg know and understand it is the real version of truth. Then read William Merritt's book on Rolf Harris which describes textbook police behaviour.,0.0,0.39999999999999997
.@Keir_Starmer @AngelaRayner @lisanandy @stellacreasy High time @UKLabour stopped WUSSING ABOUT wrt Single Market and Customs Union.It's THE quick-hit GROWTH move.And LOOK at the polls.Who said "Be BOLDER Labour"?Tory grandee &gt;Max Hastings&lt;!!https://t.co/VKoBKPGa3o https://t.co/WfU9nhKP70,0.04428571428571429,0.3771428571428571
@sairelbe @IreneDonald11 @ClassicLibScot @Beneri11 @ticgran @TomJohn1975 @GlasgowCabbie1 @peck51 @NicolaSturgeon @jbwhitesnake Now simplify electing MPs for a General Election - covering constituency regionsEngland has 533 and Wales who are annexed into England have 40 Westminster has 650 MPs202 @Keir_Starmer 365 @trussliz 14 Liberal Democrats59 maximum allowed Scotland government in Westminste,0.05000000000000002,0.5
